id,amount,side,instrument,from,to,open,close,pl
231,790,Sell,BNP.PA,2002-11-05T23:00:00Z,2002-11-07T23:00:00Z,20.510954,19.018391,1179.124770
232,526,Buy,GLE.PA,2002-11-05T23:00:00Z,2002-11-07T23:00:00Z,26.177114,24.402773,-933.303366
233,857,Sell,BNP.PA,2002-11-12T23:00:00Z,2002-11-24T23:00:00Z,19.018391,20.270226,-1072.822595
234,582,Buy,GLE.PA,2002-11-12T23:00:00Z,2002-11-24T23:00:00Z,23.527756,28.024317,2616.998502
235,800,Buy,BNP.PA,2002-11-25T23:00:00Z,2002-11-27T23:00:00Z,19.596123,19.885017,231.115200
236,530,Sell,GLE.PA,2002-11-25T23:00:00Z,2002-11-27T23:00:00Z,26.954838,26.930578,12.857800
237,822,Buy,BNP.PA,2002-12-01T23:00:00Z,2002-12-10T23:00:00Z,19.114668,18.392443,-593.668950
238,515,Sell,GLE.PA,2002-12-01T23:00:00Z,2002-12-10T23:00:00Z,27.708357,26.070957,843.261000
239,868,Buy,BNP.PA,2002-12-22T23:00:00Z,2002-12-29T23:00:00Z,18.440611,18.247999,-167.187216
240,518,Sell,GLE.PA,2002-12-22T23:00:00Z,2002-12-29T23:00:00Z,26.974190,26.534792,227.608164
241,832,Sell,BNP.PA,2003-01-01T23:00:00Z,2003-01-02T23:00:00Z,19.548004,19.451672,80.148224
242,488,Buy,GLE.PA,2003-01-01T23:00:00Z,2003-01-02T23:00:00Z,28.097048,28.267982,83.415792
243,819,Sell,BNP.PA,2003-01-05T23:00:00Z,2003-01-09T23:00:00Z,19.740568,19.548004,157.709916
244,486,Buy,GLE.PA,2003-01-05T23:00:00Z,2003-01-09T23:00:00Z,28.414425,27.535622,-427.098258
245,819,Buy,BNP.PA,2003-01-14T23:00:00Z,2003-01-22T23:00:00Z,19.499842,17.622101,-1537.869879
246,500,Sell,GLE.PA,2003-01-14T23:00:00Z,2003-01-22T23:00:00Z,27.999454,25.753637,1122.908500
247,934,Sell,BNP.PA,2003-01-29T23:00:00Z,2003-01-30T23:00:00Z,17.670216,17.718384,-44.988912
248,527,Buy,GLE.PA,2003-01-29T23:00:00Z,2003-01-30T23:00:00Z,25.582766,26.559162,514.560692
249,899,Buy,BNP.PA,2003-02-02T23:00:00Z,2003-02-03T23:00:00Z,17.862825,17.622101,-216.410876
250,512,Sell,GLE.PA,2003-02-02T23:00:00Z,2003-02-03T23:00:00Z,27.193869,25.924511,649.911296
251,922,Sell,BNP.PA,2003-02-04T23:00:00Z,2003-02-11T23:00:00Z,18.296162,18.055433,221.952138
252,525,Buy,GLE.PA,2003-02-04T23:00:00Z,2003-02-11T23:00:00Z,24.972479,23.673828,-681.791775
253,879,Buy,BNP.PA,2003-02-12T23:00:00Z,2003-02-16T23:00:00Z,18.151714,19.162832,888.772722
254,572,Sell,GLE.PA,2003-02-12T23:00:00Z,2003-02-16T23:00:00Z,24.508650,25.875660,-781.929720
255,888,Sell,BNP.PA,2003-02-27T23:00:00Z,2003-03-03T23:00:00Z,18.488724,17.862825,555.798312
256,558,Buy,GLE.PA,2003-02-27T23:00:00Z,2003-03-03T23:00:00Z,24.313398,23.947218,-204.328440
257,936,Buy,BNP.PA,2003-03-05T23:00:00Z,2003-03-12T23:00:00Z,17.285044,16.562815,-676.006344
258,593,Sell,GLE.PA,2003-03-05T23:00:00Z,2003-03-12T23:00:00Z,23.273445,21.803917,871.430104
259,897,Sell,BNP.PA,2003-03-13T23:00:00Z,2003-03-17T23:00:00Z,18.440611,18.873943,-388.698804
260,563,Buy,GLE.PA,2003-03-13T23:00:00Z,2003-03-17T23:00:00Z,23.854429,25.070131,684.440226
261,835,Buy,BNP.PA,2003-03-18T23:00:00Z,2003-03-20T23:00:00Z,19.114668,19.981340,723.671120
262,541,Sell,GLE.PA,2003-03-18T23:00:00Z,2003-03-20T23:00:00Z,25.924511,26.608023,-369.779992
263,862,Buy,BNP.PA,2003-03-23T23:00:00Z,2003-03-24T23:00:00Z,18.585049,18.970222,332.019126
264,555,Sell,GLE.PA,2003-03-23T23:00:00Z,2003-03-24T23:00:00Z,25.143354,25.143354,-0.000000
265,832,Sell,BNP.PA,2003-04-03T22:00:00Z,2003-04-07T22:00:00Z,19.499842,20.029455,-440.638016
266,541,Buy,GLE.PA,2003-04-03T22:00:00Z,2003-04-07T22:00:00Z,25.436310,26.315065,475.406455
267,816,Buy,BNP.PA,2003-04-08T22:00:00Z,2003-04-13T22:00:00Z,19.451672,19.548004,78.606912
268,537,Sell,GLE.PA,2003-04-08T22:00:00Z,2003-04-13T22:00:00Z,26.266266,26.534792,-144.198462
269,818,Sell,BNP.PA,2003-04-21T22:00:00Z,2003-04-24T22:00:00Z,19.836899,19.548004,236.316110
270,512,Buy,GLE.PA,2003-04-21T22:00:00Z,2003-04-24T22:00:00Z,26.852121,26.566875,-146.045952
271,794,Buy,BNP.PA,2003-05-01T22:00:00Z,2003-05-06T22:00:00Z,20.077623,20.751682,535.202846
272,498,Sell,GLE.PA,2003-05-01T22:00:00Z,2003-05-06T22:00:00Z,28.146156,29.317789,-583.473234
273,811,Sell,BNP.PA,2003-05-07T22:00:00Z,2003-05-08T22:00:00Z,20.077623,20.029455,39.064248
274,498,Buy,GLE.PA,2003-05-07T22:00:00Z,2003-05-08T22:00:00Z,27.534790,28.197075,329.817930
275,789,Sell,BNP.PA,2003-05-12T22:00:00Z,2003-05-25T22:00:00Z,20.510954,19.836899,531.829395
276,488,Buy,GLE.PA,2003-05-12T22:00:00Z,2003-05-25T22:00:00Z,28.247986,25.981058,-1106.260864
277,750,Buy,BNP.PA,2003-06-08T22:00:00Z,2003-06-09T22:00:00Z,21.281303,22.415731,850.821000
278,502,Sell,GLE.PA,2003-06-08T22:00:00Z,2003-06-09T22:00:00Z,27.891390,28.298964,-204.602148
279,699,Sell,BNP.PA,2003-06-10T22:00:00Z,2003-06-11T22:00:00Z,23.216322,23.274103,-40.388919
280,477,Buy,GLE.PA,2003-06-10T22:00:00Z,2003-06-11T22:00:00Z,28.833866,29.394255,267.305553
281,666,Sell,BNP.PA,2003-06-16T22:00:00Z,2003-06-18T22:00:00Z,24.044779,23.633764,273.735990
282,466,Buy,GLE.PA,2003-06-16T22:00:00Z,2003-06-18T22:00:00Z,29.980074,29.445175,-249.262934
283,684,Buy,BNP.PA,2003-06-22T22:00:00Z,2003-06-23T22:00:00Z,23.120016,23.222759,70.276212
284,486,Sell,GLE.PA,2003-06-22T22:00:00Z,2003-06-23T22:00:00Z,29.114063,28.808384,148.559994
285,680,Buy,BNP.PA,2003-07-02T22:00:00Z,2003-07-07T22:00:00Z,23.120016,23.736509,419.215240
286,486,Sell,GLE.PA,2003-07-02T22:00:00Z,2003-07-07T22:00:00Z,29.292362,29.954584,-321.839892
287,683,Buy,BNP.PA,2003-07-24T22:00:00Z,2003-07-30T22:00:00Z,23.171360,24.815454,1122.916202
288,469,Sell,GLE.PA,2003-07-24T22:00:00Z,2003-07-30T22:00:00Z,30.183865,31.763081,-740.652304
289,644,Sell,BNP.PA,2003-08-04T22:00:00Z,2003-08-06T22:00:00Z,24.815454,23.942041,562.477972
290,439,Buy,GLE.PA,2003-08-04T22:00:00Z,2003-08-06T22:00:00Z,31.864986,31.075371,-346.640985
291,631,Sell,BNP.PA,2003-08-17T22:00:00Z,2003-08-19T22:00:00Z,25.277857,24.609926,421.464461
292,432,Buy,GLE.PA,2003-08-17T22:00:00Z,2003-08-19T22:00:00Z,32.425362,31.737648,-297.092448
293,654,Buy,BNP.PA,2003-08-20T22:00:00Z,2003-08-21T22:00:00Z,24.147518,23.942041,-134.381958
294,451,Sell,GLE.PA,2003-08-20T22:00:00Z,2003-08-21T22:00:00Z,31.406483,30.820658,264.207075
295,685,Buy,BNP.PA,2003-08-25T22:00:00Z,2003-09-01T22:00:00Z,23.017225,23.633764,422.329215
296,468,Sell,GLE.PA,2003-08-25T22:00:00Z,2003-09-01T22:00:00Z,30.387651,30.795172,-190.719828
297,654,Buy,BNP.PA,2003-09-02T22:00:00Z,2003-09-10T22:00:00Z,24.096176,23.017225,-705.633954
298,440,Sell,GLE.PA,2003-09-02T22:00:00Z,2003-09-10T22:00:00Z,32.323467,31.381050,414.663480
299,695,Sell,BNP.PA,2003-09-14T22:00:00Z,2003-09-16T22:00:00Z,23.068623,23.582376,-357.058335
300,449,Buy,GLE.PA,2003-09-14T22:00:00Z,2003-09-16T22:00:00Z,31.049883,31.737648,308.806485
301,676,Buy,BNP.PA,2003-09-18T22:00:00Z,2003-09-21T22:00:00Z,23.428238,22.965830,-312.587808
302,444,Sell,GLE.PA,2003-09-18T22:00:00Z,2003-09-21T22:00:00Z,31.864986,30.820658,463.681632
303,721,Buy,BNP.PA,2003-09-28T22:00:00Z,2003-10-01T22:00:00Z,22.041075,22.554821,370.410866
304,476,Sell,GLE.PA,2003-09-28T22:00:00Z,2003-10-01T22:00:00Z,29.597996,29.801781,-97.001660
305,695,Buy,BNP.PA,2003-10-07T22:00:00Z,2003-10-09T22:00:00Z,22.811747,23.376892,392.775775
306,462,Sell,GLE.PA,2003-10-07T22:00:00Z,2003-10-09T22:00:00Z,30.591387,31.330074,-341.273394
307,669,Buy,BNP.PA,2003-10-14T22:00:00Z,2003-10-19T22:00:00Z,23.531025,23.274103,-171.880818
308,440,Sell,GLE.PA,2003-10-14T22:00:00Z,2003-10-19T22:00:00Z,32.323467,32.043278,123.283160
309,686,Buy,BNP.PA,2003-10-28T23:00:00Z,2003-11-02T23:00:00Z,23.120016,23.993437,599.166806
310,436,Sell,GLE.PA,2003-10-28T23:00:00Z,2003-11-02T23:00:00Z,32.348957,33.469685,-488.637408
311,668,Buy,BNP.PA,2003-11-04T23:00:00Z,2003-11-10T23:00:00Z,23.685167,23.582376,-68.664388
312,425,Sell,GLE.PA,2003-11-04T23:00:00Z,2003-11-10T23:00:00Z,33.291382,33.520660,-97.443150
313,670,Sell,BNP.PA,2003-11-11T23:00:00Z,2003-11-16T23:00:00Z,23.890642,23.171360,481.918940
314,416,Buy,GLE.PA,2003-11-11T23:00:00Z,2003-11-16T23:00:00Z,33.622547,32.832886,-328.498976
315,685,Sell,BNP.PA,2003-11-20T23:00:00Z,2003-11-24T23:00:00Z,23.376892,23.787905,-281.543905
316,422,Buy,GLE.PA,2003-11-20T23:00:00Z,2003-11-24T23:00:00Z,33.087643,33.928181,354.707036
317,661,Sell,BNP.PA,2003-11-27T23:00:00Z,2003-12-02T23:00:00Z,24.147518,24.969591,-543.390253
318,412,Buy,GLE.PA,2003-11-27T23:00:00Z,2003-12-02T23:00:00Z,34.030071,35.660267,671.640752
319,636,Sell,BNP.PA,2003-12-03T23:00:00Z,2003-12-09T23:00:00Z,25.072329,24.661318,261.402996
320,398,Buy,GLE.PA,2003-12-03T23:00:00Z,2003-12-09T23:00:00Z,35.223778,34.814827,-162.762498
321,635,Buy,BNP.PA,2003-12-16T23:00:00Z,2003-12-21T23:00:00Z,24.866852,25.226471,228.358065
322,404,Sell,GLE.PA,2003-12-16T23:00:00Z,2003-12-21T23:00:00Z,35.096004,35.453869,-144.577460
323,631,Sell,BNP.PA,2003-12-22T23:00:00Z,2003-12-28T23:00:00Z,25.226471,25.329208,-64.827047
324,398,Buy,GLE.PA,2003-12-22T23:00:00Z,2003-12-28T23:00:00Z,35.274933,35.504963,91.551940
325,620,Sell,BNP.PA,2003-12-30T23:00:00Z,2004-01-01T23:00:00Z,25.637474,25.791611,-95.564940
326,393,Buy,GLE.PA,2003-12-30T23:00:00Z,2004-01-01T23:00:00Z,35.786148,36.271782,190.854162
327,607,Buy,BNP.PA,2004-01-05T23:00:00Z,2004-01-07T23:00:00Z,25.945753,26.099884,93.557517
328,386,Sell,GLE.PA,2004-01-05T23:00:00Z,2004-01-07T23:00:00Z,36.808632,36.859730,-19.723828
329,604,Buy,BNP.PA,2004-01-08T23:00:00Z,2004-01-11T23:00:00Z,26.099884,25.945753,-93.095124
330,382,Sell,GLE.PA,2004-01-08T23:00:00Z,2004-01-11T23:00:00Z,37.217583,36.297359,351.525568
331,609,Buy,BNP.PA,2004-01-12T23:00:00Z,2004-01-19T23:00:00Z,25.894403,25.945753,31.272150
332,386,Sell,GLE.PA,2004-01-12T23:00:00Z,2004-01-19T23:00:00Z,36.783051,37.549870,-295.992134
333,599,Sell,BNP.PA,2004-01-22T23:00:00Z,2004-01-29T23:00:00Z,26.562292,25.688873,523.177981
334,369,Buy,GLE.PA,2004-01-22T23:00:00Z,2004-01-29T23:00:00Z,38.112228,36.399609,-631.956411
335,610,Buy,BNP.PA,2004-02-03T23:00:00Z,2004-02-10T23:00:00Z,25.791611,26.099884,188.046530
336,384,Sell,GLE.PA,2004-02-03T23:00:00Z,2004-02-10T23:00:00Z,37.038658,38.291168,-480.963840
337,611,Sell,BNP.PA,2004-02-11T23:00:00Z,2004-02-16T23:00:00Z,26.408155,26.562292,-94.177707
338,372,Buy,GLE.PA,2004-02-11T23:00:00Z,2004-02-16T23:00:00Z,37.140907,37.524342,142.637820
339,600,Sell,BNP.PA,2004-02-19T23:00:00Z,2004-02-23T23:00:00Z,26.562292,26.356812,123.288000
340,378,Buy,GLE.PA,2004-02-19T23:00:00Z,2004-02-23T23:00:00Z,37.064232,36.629704,-164.251584
341,603,Buy,BNP.PA,2004-03-03T23:00:00Z,2004-03-08T23:00:00Z,26.048536,25.586134,-278.828406
342,384,Sell,GLE.PA,2004-03-03T23:00:00Z,2004-03-08T23:00:00Z,37.089748,36.220688,333.719040
343,636,Sell,BNP.PA,2004-03-10T23:00:00Z,2004-03-11T23:00:00Z,25.072329,25.175123,-65.376984
344,399,Buy,GLE.PA,2004-03-10T23:00:00Z,2004-03-11T23:00:00Z,35.121525,35.581638,183.585087
345,647,Buy,BNP.PA,2004-03-14T23:00:00Z,2004-03-15T23:00:00Z,24.455788,25.123728,432.157180
346,408,Sell,GLE.PA,2004-03-14T23:00:00Z,2004-03-15T23:00:00Z,34.686985,35.274933,-239.882784
347,641,Sell,BNP.PA,2004-03-21T23:00:00Z,2004-03-24T23:00:00Z,24.866852,24.918194,-32.910222
348,405,Buy,GLE.PA,2004-03-21T23:00:00Z,2004-03-24T23:00:00Z,34.661411,34.814827,62.133480
349,631,Sell,BNP.PA,2004-03-25T23:00:00Z,2004-03-30T22:00:00Z,25.277857,25.534740,-162.093173
350,402,Buy,GLE.PA,2004-03-25T23:00:00Z,2004-03-30T22:00:00Z,34.865917,35.530548,267.181662
351,585,Sell,BNP.PA,2004-04-04T22:00:00Z,2004-04-07T22:00:00Z,27.076094,26.973303,60.132735
352,376,Buy,GLE.PA,2004-04-04T22:00:00Z,2004-04-07T22:00:00Z,37.549870,37.575439,9.613944
353,600,Buy,BNP.PA,2004-04-14T22:00:00Z,2004-04-19T22:00:00Z,26.254019,26.921959,400.764000
354,388,Sell,GLE.PA,2004-04-14T22:00:00Z,2004-04-19T22:00:00Z,36.604122,37.575439,-376.870996
355,607,Sell,BNP.PA,2004-04-27T22:00:00Z,2004-05-02T22:00:00Z,26.254019,26.048536,124.728181
356,385,Buy,GLE.PA,2004-04-27T22:00:00Z,2004-05-02T22:00:00Z,36.450768,36.092907,-137.776485
357,608,Sell,BNP.PA,2004-05-03T22:00:00Z,2004-05-05T22:00:00Z,26.151274,25.432001,437.317984
358,391,Buy,GLE.PA,2004-05-03T22:00:00Z,2004-05-05T22:00:00Z,35.939499,35.223778,-279.846911
359,648,Sell,BNP.PA,2004-05-09T22:00:00Z,2004-05-10T22:00:00Z,24.815454,25.175123,-233.065512
360,419,Buy,GLE.PA,2004-05-09T22:00:00Z,2004-05-10T22:00:00Z,33.204456,34.405804,503.364812
361,639,Buy,BNP.PA,2004-05-11T22:00:00Z,2004-05-18T22:00:00Z,24.712717,25.894403,755.097354
362,416,Sell,GLE.PA,2004-05-11T22:00:00Z,2004-05-18T22:00:00Z,34.073524,37.350754,-1363.327680
363,596,Sell,BNP.PA,2004-06-09T22:00:00Z,2004-06-23T22:00:00Z,26.716425,27.627192,-542.817132
364,362,Buy,GLE.PA,2004-06-09T22:00:00Z,2004-06-23T22:00:00Z,38.793602,38.766361,-9.861242
365,594,Buy,BNP.PA,2004-07-01T22:00:00Z,2004-07-05T22:00:00Z,26.500629,26.393353,-63.721944
366,379,Sell,GLE.PA,2004-07-01T22:00:00Z,2004-07-05T22:00:00Z,37.514072,37.214607,113.497235
367,600,Sell,BNP.PA,2004-07-07T22:00:00Z,2004-07-08T22:00:00Z,26.500629,26.393353,64.365600
368,378,Buy,GLE.PA,2004-07-07T22:00:00Z,2004-07-08T22:00:00Z,37.187424,37.677399,185.210550
369,607,Buy,BNP.PA,2004-07-13T22:00:00Z,2004-07-14T22:00:00Z,26.017820,25.481403,-325.605119
370,381,Sell,GLE.PA,2004-07-13T22:00:00Z,2004-07-14T22:00:00Z,37.160183,36.207363,363.024420
371,634,Buy,BNP.PA,2004-07-22T22:00:00Z,2004-07-27T22:00:00Z,24.891317,25.320461,272.077296
372,397,Sell,GLE.PA,2004-07-22T22:00:00Z,2004-07-27T22:00:00Z,35.717331,36.289024,-226.962121
373,614,Sell,BNP.PA,2004-07-28T22:00:00Z,2004-08-05T22:00:00Z,25.910545,25.964211,-32.950924
374,380,Buy,GLE.PA,2004-07-28T22:00:00Z,2004-08-05T22:00:00Z,36.996861,35.826237,-444.837120
375,579,Buy,BNP.PA,2004-08-29T22:00:00Z,2004-08-31T22:00:00Z,27.198042,26.929779,-155.324277
376,370,Sell,GLE.PA,2004-08-29T22:00:00Z,2004-08-31T22:00:00Z,38.466888,38.113007,130.935970
377,576,Sell,BNP.PA,2004-09-02T22:00:00Z,2004-09-08T22:00:00Z,27.519922,27.358986,92.699136
378,364,Buy,GLE.PA,2004-09-02T22:00:00Z,2004-09-08T22:00:00Z,38.711937,38.385235,-118.919528
379,557,Sell,BNP.PA,2004-09-16T22:00:00Z,2004-09-21T22:00:00Z,28.431883,28.270945,89.642466
380,355,Buy,GLE.PA,2004-09-16T22:00:00Z,2004-09-21T22:00:00Z,39.773659,39.800838,9.648545
381,565,Sell,BNP.PA,2004-09-23T22:00:00Z,2004-09-27T22:00:00Z,28.002680,27.949074,30.287390
382,362,Buy,GLE.PA,2004-09-23T22:00:00Z,2004-09-27T22:00:00Z,39.011406,38.956921,-19.723570
383,550,Sell,BNP.PA,2004-09-30T22:00:00Z,2004-10-05T22:00:00Z,28.807364,29.236513,-236.031950
384,355,Buy,GLE.PA,2004-09-30T22:00:00Z,2004-10-05T22:00:00Z,39.800838,40.345352,193.302470
385,544,Buy,BNP.PA,2004-10-07T22:00:00Z,2004-10-10T22:00:00Z,28.861032,28.914694,29.192128
386,357,Sell,GLE.PA,2004-10-07T22:00:00Z,2004-10-10T22:00:00Z,39.964226,39.773659,68.032419
387,548,Sell,BNP.PA,2004-10-12T22:00:00Z,2004-10-13T22:00:00Z,28.861032,28.378218,264.582072
388,358,Buy,GLE.PA,2004-10-12T22:00:00Z,2004-10-13T22:00:00Z,39.501377,39.310814,-68.221554
389,557,Buy,BNP.PA,2004-10-14T22:00:00Z,2004-10-18T22:00:00Z,28.217283,28.485493,149.392970
390,363,Sell,GLE.PA,2004-10-14T22:00:00Z,2004-10-18T22:00:00Z,39.229149,39.528614,-108.705795
391,560,Buy,BNP.PA,2004-10-19T22:00:00Z,2004-10-24T22:00:00Z,28.110008,27.895403,-120.178800
392,363,Sell,GLE.PA,2004-10-19T22:00:00Z,2004-10-24T22:00:00Z,39.229149,38.766361,167.992044
393,549,Sell,BNP.PA,2004-10-27T22:00:00Z,2004-10-28T22:00:00Z,28.861032,28.646429,117.817047
394,356,Buy,GLE.PA,2004-10-27T22:00:00Z,2004-10-28T22:00:00Z,39.746414,39.583103,-58.138716
395,541,Buy,BNP.PA,2004-11-07T23:00:00Z,2004-11-10T23:00:00Z,29.021973,29.236513,116.066140
396,355,Sell,GLE.PA,2004-11-07T23:00:00Z,2004-11-10T23:00:00Z,40.236450,40.917053,-241.614065
397,542,Buy,BNP.PA,2004-11-11T23:00:00Z,2004-11-16T23:00:00Z,28.968306,29.075573,58.138714
398,349,Sell,GLE.PA,2004-11-11T23:00:00Z,2004-11-16T23:00:00Z,40.835323,41.080368,-85.520705
399,556,Sell,BNP.PA,2004-11-18T23:00:00Z,2004-11-21T23:00:00Z,28.485493,28.270945,119.288688
400,355,Buy,GLE.PA,2004-11-18T23:00:00Z,2004-11-21T23:00:00Z,39.746414,39.746414,0.000000
401,560,Buy,BNP.PA,2004-11-23T23:00:00Z,2004-11-24T23:00:00Z,28.056343,28.431883,210.302400
402,359,Sell,GLE.PA,2004-11-23T23:00:00Z,2004-11-24T23:00:00Z,39.746414,40.181973,-156.365681
403,552,Buy,BNP.PA,2004-12-02T23:00:00Z,2004-12-08T23:00:00Z,28.485493,28.163618,-177.675000
404,352,Sell,GLE.PA,2004-12-02T23:00:00Z,2004-12-08T23:00:00Z,40.471664,40.089088,134.666752
405,554,Sell,BNP.PA,2004-12-09T23:00:00Z,2004-12-13T23:00:00Z,28.539158,28.968306,-237.747992
406,350,Buy,GLE.PA,2004-12-09T23:00:00Z,2004-12-13T23:00:00Z,40.417030,41.100159,239.095150
407,550,Sell,BNP.PA,2004-12-26T23:00:00Z,2004-12-29T23:00:00Z,28.700094,28.646429,29.515750
408,348,Buy,GLE.PA,2004-12-26T23:00:00Z,2004-12-29T23:00:00Z,40.717587,40.690296,-9.497268
409,551,Buy,BNP.PA,2004-12-30T23:00:00Z,2005-01-02T23:00:00Z,28.592821,28.807364,118.213193
410,349,Sell,GLE.PA,2004-12-30T23:00:00Z,2005-01-02T23:00:00Z,40.690296,40.826904,-47.676192
411,547,Sell,BNP.PA,2005-01-04T23:00:00Z,2005-01-05T23:00:00Z,28.861032,29.290178,-234.742862
412,347,Buy,GLE.PA,2005-01-04T23:00:00Z,2005-01-05T23:00:00Z,40.881588,41.646748,265.510520
413,529,Buy,BNP.PA,2005-01-06T23:00:00Z,2005-01-09T23:00:00Z,29.612055,29.665712,28.384553
414,336,Sell,GLE.PA,2005-01-06T23:00:00Z,2005-01-09T23:00:00Z,42.603195,42.439259,55.082496
415,534,Sell,BNP.PA,2005-01-10T23:00:00Z,2005-01-11T23:00:00Z,29.558386,29.129240,229.163964
416,337,Buy,GLE.PA,2005-01-10T23:00:00Z,2005-01-11T23:00:00Z,42.001991,41.674095,-110.500952
417,528,Sell,BNP.PA,2005-01-17T23:00:00Z,2005-01-23T23:00:00Z,29.933926,29.612055,169.947888
418,335,Buy,GLE.PA,2005-01-17T23:00:00Z,2005-01-23T23:00:00Z,42.329941,41.756065,-192.248460
419,531,Sell,BNP.PA,2005-01-30T23:00:00Z,2005-02-01T23:00:00Z,29.719324,30.041206,-170.919342
420,340,Buy,GLE.PA,2005-01-30T23:00:00Z,2005-02-01T23:00:00Z,41.756065,42.302601,185.822240
421,530,Buy,BNP.PA,2005-02-03T23:00:00Z,2005-02-08T23:00:00Z,29.397453,29.343845,-28.412240
422,340,Sell,GLE.PA,2005-02-03T23:00:00Z,2005-02-08T23:00:00Z,42.247902,42.029335,74.312780
423,526,Buy,BNP.PA,2005-02-09T23:00:00Z,2005-02-13T23:00:00Z,29.504784,30.094860,310.379976
424,331,Sell,GLE.PA,2005-02-09T23:00:00Z,2005-02-13T23:00:00Z,43.559650,44.106178,-180.900768
425,534,Sell,BNP.PA,2005-03-01T23:00:00Z,2005-03-06T23:00:00Z,29.665712,29.719324,-28.628808
426,325,Buy,GLE.PA,2005-03-01T23:00:00Z,2005-03-06T23:00:00Z,43.450336,43.559650,35.527050
427,529,Sell,BNP.PA,2005-03-07T23:00:00Z,2005-03-09T23:00:00Z,29.880274,29.558386,170.278752
428,326,Buy,GLE.PA,2005-03-07T23:00:00Z,2005-03-09T23:00:00Z,43.422981,43.259048,-53.442158
429,528,Buy,BNP.PA,2005-03-10T23:00:00Z,2005-03-17T23:00:00Z,29.665712,29.558386,-56.668128
430,327,Sell,GLE.PA,2005-03-10T23:00:00Z,2005-03-17T23:00:00Z,43.723591,43.696247,8.941488
431,536,Buy,BNP.PA,2005-03-22T23:00:00Z,2005-03-23T23:00:00Z,29.236513,29.826656,316.316648
432,328,Sell,GLE.PA,2005-03-22T23:00:00Z,2005-03-23T23:00:00Z,43.559650,43.887604,-107.568912
433,534,Buy,BNP.PA,2005-03-30T22:00:00Z,2005-03-31T22:00:00Z,29.343845,29.397453,28.626672
434,326,Sell,GLE.PA,2005-03-30T22:00:00Z,2005-03-31T22:00:00Z,43.805557,43.696247,35.635060
435,536,Sell,BNP.PA,2005-04-04T22:00:00Z,2005-04-05T22:00:00Z,29.451111,29.397453,28.760688
436,325,Buy,GLE.PA,2005-04-04T22:00:00Z,2005-04-05T22:00:00Z,43.614281,43.832912,71.055075
437,532,Buy,BNP.PA,2005-04-11T22:00:00Z,2005-04-21T22:00:00Z,29.504784,28.270945,-656.402348
438,322,Sell,GLE.PA,2005-04-11T22:00:00Z,2005-04-21T22:00:00Z,44.379436,42.958447,457.558458
439,569,Buy,BNP.PA,2005-04-27T22:00:00Z,2005-05-02T22:00:00Z,27.627192,28.002680,213.652672
440,337,Sell,GLE.PA,2005-04-27T22:00:00Z,2005-05-02T22:00:00Z,42.247902,42.931095,-230.236041
441,556,Sell,BNP.PA,2005-05-04T22:00:00Z,2005-05-08T22:00:00Z,28.431883,28.324551,59.676592
442,326,Buy,GLE.PA,2005-05-04T22:00:00Z,2005-05-08T22:00:00Z,43.395706,43.231701,-53.465630
443,570,Sell,BNP.PA,2005-05-10T22:00:00Z,2005-05-18T22:00:00Z,27.895403,29.558386,-947.900310
444,336,Buy,GLE.PA,2005-05-10T22:00:00Z,2005-05-18T22:00:00Z,41.838047,43.477676,550.915344
445,529,Buy,BNP.PA,2005-05-22T22:00:00Z,2005-05-23T22:00:00Z,29.612055,29.772991,85.135144
446,324,Sell,GLE.PA,2005-05-22T22:00:00Z,2005-05-23T22:00:00Z,44.160858,44.215496,-17.702712
447,521,Buy,BNP.PA,2005-05-25T22:00:00Z,2005-05-26T22:00:00Z,29.987591,30.524015,279.476904
448,316,Sell,GLE.PA,2005-05-25T22:00:00Z,2005-05-26T22:00:00Z,45.390572,45.581860,-60.447008
449,507,Buy,BNP.PA,2005-06-05T22:00:00Z,2005-06-07T22:00:00Z,30.813732,32.142635,673.753821
450,309,Sell,GLE.PA,2005-06-05T22:00:00Z,2005-06-07T22:00:00Z,46.321602,46.979298,-203.228064
451,477,Buy,BNP.PA,2005-07-04T22:00:00Z,2005-07-05T22:00:00Z,32.777393,32.892849,55.072512
452,295,Sell,GLE.PA,2005-07-04T22:00:00Z,2005-07-05T22:00:00Z,48.494766,48.265995,67.487445
453,476,Sell,BNP.PA,2005-07-07T22:00:00Z,2005-07-10T22:00:00Z,32.950512,33.412212,-219.769200
454,296,Buy,GLE.PA,2005-07-07T22:00:00Z,2005-07-10T22:00:00Z,48.237450,49.123833,262.369368
455,465,Sell,BNP.PA,2005-07-12T22:00:00Z,2005-07-18T22:00:00Z,33.700733,34.854866,-536.671845
456,289,Buy,GLE.PA,2005-07-12T22:00:00Z,2005-07-18T22:00:00Z,49.466923,50.982384,437.968229
457,449,Buy,BNP.PA,2005-07-19T22:00:00Z,2005-07-21T22:00:00Z,34.739471,35.027988,129.544133
458,282,Sell,GLE.PA,2005-07-19T22:00:00Z,2005-07-21T22:00:00Z,50.982384,51.668621,-193.518834
459,448,Buy,BNP.PA,2005-07-24T22:00:00Z,2005-07-25T22:00:00Z,34.739471,34.912590,77.557312
460,279,Sell,GLE.PA,2005-07-24T22:00:00Z,2005-07-25T22:00:00Z,51.640076,51.668621,-7.964055
461,452,Buy,BNP.PA,2005-07-28T22:00:00Z,2005-08-01T22:00:00Z,34.450886,34.854866,182.598960
