id,amount,side,instrument,from,to,open,close,pl
462,279,Sell,GLE.PA,2005-07-28T22:00:00Z,2005-08-01T22:00:00Z,51.611458,52.612232,-279.215946
463,457,Sell,BNP.PA,2005-08-03T22:00:00Z,2005-08-07T22:00:00Z,34.624023,34.566341,26.360674
464,278,Buy,GLE.PA,2005-08-03T22:00:00Z,2005-08-07T22:00:00Z,50.896614,50.610695,-79.485482
465,449,Buy,BNP.PA,2005-08-15T22:00:00Z,2005-08-16T22:00:00Z,34.624023,34.624023,0.000000
466,284,Sell,GLE.PA,2005-08-15T22:00:00Z,2005-08-16T22:00:00Z,50.839458,50.582073,73.097340
467,462,Buy,BNP.PA,2005-08-28T22:00:00Z,2005-08-30T22:00:00Z,33.643009,34.046978,186.633678
468,292,Sell,GLE.PA,2005-08-28T22:00:00Z,2005-08-30T22:00:00Z,49.409756,50.067394,-192.030296
469,447,Sell,BNP.PA,2005-09-06T22:00:00Z,2005-09-11T22:00:00Z,35.027988,35.258839,-103.190397
470,275,Buy,GLE.PA,2005-09-06T22:00:00Z,2005-09-11T22:00:00Z,51.868774,52.211933,94.368725
471,448,Buy,BNP.PA,2005-09-12T22:00:00Z,2005-09-21T22:00:00Z,34.739471,34.277767,-206.843392
472,278,Sell,GLE.PA,2005-09-12T22:00:00Z,2005-09-21T22:00:00Z,51.754459,51.468525,79.489652
473,434,Sell,BNP.PA,2005-09-27T22:00:00Z,2005-10-04T22:00:00Z,36.124393,36.932281,-350.623392
474,264,Buy,GLE.PA,2005-09-27T22:00:00Z,2005-10-04T22:00:00Z,54.213467,54.756771,143.432256
475,423,Sell,BNP.PA,2005-10-13T22:00:00Z,2005-10-16T22:00:00Z,36.990005,36.874607,48.813354
476,265,Buy,GLE.PA,2005-10-13T22:00:00Z,2005-10-16T22:00:00Z,54.041924,54.099079,15.146075
477,436,Sell,BNP.PA,2005-10-20T22:00:00Z,2005-10-23T22:00:00Z,35.893600,36.008995,-50.312220
478,274,Buy,GLE.PA,2005-10-20T22:00:00Z,2005-10-23T22:00:00Z,52.126156,52.898148,211.525808
479,431,Buy,BNP.PA,2005-10-25T22:00:00Z,2005-10-27T22:00:00Z,36.008995,35.720470,-124.354275
480,270,Sell,GLE.PA,2005-10-25T22:00:00Z,2005-10-27T22:00:00Z,53.412853,52.898148,138.970350
481,415,Sell,BNP.PA,2005-11-02T23:00:00Z,2005-11-08T23:00:00Z,37.740219,37.624771,47.910920
482,255,Buy,GLE.PA,2005-11-02T23:00:00Z,2005-11-08T23:00:00Z,56.043461,55.643154,-102.078285
483,406,Sell,BNP.PA,2005-11-09T23:00:00Z,2005-11-13T23:00:00Z,38.432655,39.125145,-281.150940
484,254,Buy,GLE.PA,2005-11-09T23:00:00Z,2005-11-13T23:00:00Z,56.500938,57.301624,203.374244
485,401,Buy,BNP.PA,2005-11-15T23:00:00Z,2005-11-17T23:00:00Z,38.605778,38.894348,115.716570
486,253,Sell,GLE.PA,2005-11-15T23:00:00Z,2005-11-17T23:00:00Z,57.187225,57.301624,-28.942947
487,398,Buy,BNP.PA,2005-11-21T23:00:00Z,2005-11-22T23:00:00Z,38.894348,39.529114,252.636868
488,251,Sell,GLE.PA,2005-11-21T23:00:00Z,2005-11-22T23:00:00Z,57.587547,58.216545,-157.878498
489,395,Buy,BNP.PA,2005-11-23T23:00:00Z,2005-11-24T23:00:00Z,39.009750,39.240543,91.163235
490,249,Sell,GLE.PA,2005-11-23T23:00:00Z,2005-11-24T23:00:00Z,58.445313,58.273777,42.712464
491,399,Buy,BNP.PA,2005-12-11T23:00:00Z,2005-12-13T23:00:00Z,38.894348,39.009750,46.045398
492,245,Sell,GLE.PA,2005-12-11T23:00:00Z,2005-12-13T23:00:00Z,59.017239,59.131550,-28.006195
493,397,Buy,BNP.PA,2005-12-15T23:00:00Z,2005-12-20T23:00:00Z,38.952023,39.413666,183.272271
494,243,Sell,GLE.PA,2005-12-15T23:00:00Z,2005-12-20T23:00:00Z,59.760632,60.617161,-208.136547
495,393,Sell,BNP.PA,2005-12-27T23:00:00Z,2005-12-29T23:00:00Z,39.644512,39.471394,68.035374
496,237,Buy,GLE.PA,2005-12-27T23:00:00Z,2005-12-29T23:00:00Z,60.501915,59.868141,-150.204438
497,394,Sell,BNP.PA,2006-01-01T23:00:00Z,2006-01-04T23:00:00Z,39.586784,40.625526,-409.264348
498,241,Buy,GLE.PA,2006-01-01T23:00:00Z,2006-01-04T23:00:00Z,59.637627,61.020515,333.276008
499,380,Buy,BNP.PA,2006-01-05T23:00:00Z,2006-01-08T23:00:00Z,40.740978,41.029495,109.636460
500,235,Sell,GLE.PA,2006-01-05T23:00:00Z,2006-01-08T23:00:00Z,61.596760,61.366264,54.166560
501,380,Sell,BNP.PA,2006-01-09T23:00:00Z,2006-01-10T23:00:00Z,40.971771,41.491135,-197.358320
502,236,Buy,GLE.PA,2006-01-09T23:00:00Z,2006-01-10T23:00:00Z,61.078159,62.172966,258.374452
503,370,Sell,BNP.PA,2006-01-11T23:00:00Z,2006-01-12T23:00:00Z,42.183632,41.491135,256.223890
504,230,Buy,GLE.PA,2006-01-11T23:00:00Z,2006-01-12T23:00:00Z,62.345779,61.712006,-145.767790
505,379,Sell,BNP.PA,2006-01-16T23:00:00Z,2006-01-17T23:00:00Z,41.087166,40.221619,328.042313
506,237,Buy,GLE.PA,2006-01-16T23:00:00Z,2006-01-17T23:00:00Z,60.617161,59.752884,-204.833649
507,392,Sell,BNP.PA,2006-01-23T23:00:00Z,2006-01-24T23:00:00Z,39.875366,40.394737,-203.593432
508,245,Buy,GLE.PA,2006-01-23T23:00:00Z,2006-01-24T23:00:00Z,58.485191,59.810482,324.696295
509,372,Buy,BNP.PA,2006-01-25T23:00:00Z,2006-01-26T23:00:00Z,41.375744,42.068230,257.604792
510,234,Sell,GLE.PA,2006-01-25T23:00:00Z,2006-01-26T23:00:00Z,62.172966,62.864395,-161.794386
511,368,Sell,BNP.PA,2006-01-30T23:00:00Z,2006-02-01T23:00:00Z,42.356750,42.702995,-127.418160
512,230,Buy,GLE.PA,2006-01-30T23:00:00Z,2006-02-01T23:00:00Z,62.633877,63.037231,92.771420
513,365,Buy,BNP.PA,2006-02-02T23:00:00Z,2006-02-06T23:00:00Z,42.241295,42.299023,21.070720
514,231,Sell,GLE.PA,2006-02-02T23:00:00Z,2006-02-06T23:00:00Z,62.922050,63.555817,-146.400177
515,371,Buy,BNP.PA,2006-02-07T23:00:00Z,2006-02-08T23:00:00Z,41.548859,43.049187,556.621688
516,229,Sell,GLE.PA,2006-02-07T23:00:00Z,2006-02-08T23:00:00Z,63.382984,64.650543,-290.271011
517,359,Buy,BNP.PA,2006-02-14T23:00:00Z,2006-02-16T23:00:00Z,42.818394,43.741673,331.457161
518,223,Sell,GLE.PA,2006-02-14T23:00:00Z,2006-02-16T23:00:00Z,65.399979,68.338303,-655.246252
519,357,Buy,BNP.PA,2006-03-05T23:00:00Z,2006-03-06T23:00:00Z,42.587540,42.799618,75.711846
520,219,Sell,GLE.PA,2006-03-05T23:00:00Z,2006-03-06T23:00:00Z,67.358650,66.551819,176.695989
521,367,Sell,BNP.PA,2006-03-07T23:00:00Z,2006-03-08T23:00:00Z,42.682995,42.449749,85.601282
522,219,Buy,GLE.PA,2006-03-07T23:00:00Z,2006-03-08T23:00:00Z,65.169075,65.975883,176.690952
523,354,Buy,BNP.PA,2006-03-09T23:00:00Z,2006-03-16T23:00:00Z,43.032852,43.907516,309.631056
524,213,Sell,GLE.PA,2006-03-09T23:00:00Z,2006-03-16T23:00:00Z,69.145119,72.026062,-613.640859
525,352,Sell,BNP.PA,2006-03-29T22:00:00Z,2006-04-06T22:00:00Z,44.315681,43.965820,123.151072
526,200,Buy,GLE.PA,2006-03-29T22:00:00Z,2006-04-06T22:00:00Z,71.680374,69.260551,-483.964600
527,359,Buy,BNP.PA,2006-04-10T22:00:00Z,2006-04-20T22:00:00Z,42.974545,43.965820,355.867725
528,213,Sell,GLE.PA,2006-04-10T22:00:00Z,2006-04-20T22:00:00Z,68.222862,71.507530,-699.634284
529,353,Sell,BNP.PA,2006-04-26T22:00:00Z,2006-04-27T22:00:00Z,44.199059,43.674267,185.251576
530,204,Buy,GLE.PA,2006-04-26T22:00:00Z,2006-04-27T22:00:00Z,70.355011,69.779091,-117.487680
531,354,Sell,BNP.PA,2006-05-03T22:00:00Z,2006-05-09T22:00:00Z,44.024132,45.190327,-412.833030
532,206,Buy,GLE.PA,2006-05-03T22:00:00Z,2006-05-09T22:00:00Z,69.721054,71.161835,296.800886
533,356,Sell,BNP.PA,2006-05-15T22:00:00Z,2006-05-16T22:00:00Z,43.907516,42.041576,664.274640
534,209,Buy,GLE.PA,2006-05-15T22:00:00Z,2006-05-16T22:00:00Z,68.568550,65.975883,-541.867403
535,366,Buy,BNP.PA,2006-05-17T22:00:00Z,2006-05-18T22:00:00Z,42.099892,43.557652,533.540160
536,217,Sell,GLE.PA,2006-05-17T22:00:00Z,2006-05-18T22:00:00Z,67.012955,69.260551,-487.728332
537,363,Buy,BNP.PA,2006-05-21T22:00:00Z,2006-05-23T22:00:00Z,42.566376,42.857922,105.831198
538,213,Sell,GLE.PA,2006-05-21T22:00:00Z,2006-05-23T22:00:00Z,68.165459,68.626595,-98.221968
539,348,Buy,BNP.PA,2006-05-25T22:00:00Z,2006-05-28T22:00:00Z,44.257374,43.965820,-101.460792
540,203,Sell,GLE.PA,2006-05-25T22:00:00Z,2006-05-28T22:00:00Z,71.507530,70.758743,152.003761
541,368,Buy,BNP.PA,2006-05-29T22:00:00Z,2006-05-30T22:00:00Z,41.808342,44.046993,823.823568
542,213,Sell,GLE.PA,2006-05-29T22:00:00Z,2006-05-30T22:00:00Z,68.222862,69.260551,-221.027757
543,358,Sell,BNP.PA,2006-06-04T22:00:00Z,2006-06-05T22:00:00Z,44.046993,43.139442,324.903258
544,213,Buy,GLE.PA,2006-06-04T22:00:00Z,2006-06-05T22:00:00Z,66.551819,68.321289,376.897110
545,356,Sell,BNP.PA,2006-06-08T22:00:00Z,2006-06-12T22:00:00Z,44.367794,42.234123,759.586876
546,213,Buy,GLE.PA,2006-06-08T22:00:00Z,2006-06-12T22:00:00Z,66.453773,63.079887,-718.637718
547,342,Buy,BNP.PA,2006-06-26T22:00:00Z,2006-06-27T22:00:00Z,44.932587,45.058105,42.927156
548,219,Sell,GLE.PA,2006-06-26T22:00:00Z,2006-06-27T22:00:00Z,66.634567,66.273056,79.170909
549,324,Sell,BNP.PA,2006-07-05T22:00:00Z,2006-07-09T22:00:00Z,47.819317,48.195850,-121.996692
550,207,Buy,GLE.PA,2006-07-05T22:00:00Z,2006-07-09T22:00:00Z,69.827797,70.671402,174.626235
551,325,Buy,BNP.PA,2006-07-10T22:00:00Z,2006-07-11T22:00:00Z,47.380032,47.505543,40.791075
552,208,Sell,GLE.PA,2006-07-10T22:00:00Z,2006-07-11T22:00:00Z,70.008514,70.008514,-0.000000
553,348,Buy,BNP.PA,2006-07-17T22:00:00Z,2006-07-18T22:00:00Z,44.430550,45.685646,436.773408
554,220,Sell,GLE.PA,2006-07-17T22:00:00Z,2006-07-18T22:00:00Z,65.971832,67.779121,-397.603580
555,341,Sell,BNP.PA,2006-07-20T22:00:00Z,2006-07-25T22:00:00Z,45.560135,46.940750,-470.789715
556,215,Buy,GLE.PA,2006-07-20T22:00:00Z,2006-07-25T22:00:00Z,66.996010,68.321289,284.934985
557,323,Sell,BNP.PA,2006-07-26T22:00:00Z,2006-07-27T22:00:00Z,48.007584,48.572376,-182.427816
558,208,Buy,GLE.PA,2006-07-26T22:00:00Z,2006-07-27T22:00:00Z,69.466339,70.490669,213.060640
559,321,Buy,BNP.PA,2006-07-30T22:00:00Z,2006-08-01T22:00:00Z,47.819317,49.074413,402.885816
560,208,Sell,GLE.PA,2006-07-30T22:00:00Z,2006-08-01T22:00:00Z,70.369972,71.876442,-313.345760
561,309,Sell,BNP.PA,2006-08-03T22:00:00Z,2006-08-06T22:00:00Z,50.204010,49.137180,329.650470
562,198,Buy,GLE.PA,2006-08-03T22:00:00Z,2006-08-06T22:00:00Z,72.960808,71.635025,-262.505034
563,306,Sell,BNP.PA,2006-08-10T22:00:00Z,2006-08-13T22:00:00Z,50.706051,51.333607,-192.032136
564,196,Buy,GLE.PA,2006-08-10T22:00:00Z,2006-08-13T22:00:00Z,73.502968,74.768044,247.954896
565,294,Buy,BNP.PA,2006-08-17T22:00:00Z,2006-08-21T22:00:00Z,52.212177,51.710133,-147.600936
566,191,Sell,GLE.PA,2006-08-17T22:00:00Z,2006-08-21T22:00:00Z,76.515289,75.611641,172.596768
567,294,Sell,BNP.PA,2006-08-29T22:00:00Z,2006-08-30T22:00:00Z,52.525948,52.086658,129.151260
568,189,Buy,GLE.PA,2006-08-29T22:00:00Z,2006-08-30T22:00:00Z,76.394554,75.913078,-90.998964
569,298,Sell,BNP.PA,2006-09-05T22:00:00Z,2006-09-10T22:00:00Z,51.898403,51.459110,130.909314
570,194,Buy,GLE.PA,2006-09-05T22:00:00Z,2006-09-10T22:00:00Z,74.587318,73.261551,-257.198798
571,296,Buy,BNP.PA,2006-09-11T22:00:00Z,2006-09-17T22:00:00Z,51.835640,52.274929,130.029544
572,196,Sell,GLE.PA,2006-09-11T22:00:00Z,2006-09-17T22:00:00Z,74.346581,76.213844,-365.983548
573,293,Sell,BNP.PA,2006-09-25T22:00:00Z,2006-10-09T22:00:00Z,52.902473,54.596855,-496.453926
574,188,Buy,GLE.PA,2006-09-25T22:00:00Z,2006-10-09T22:00:00Z,76.936745,76.213844,-135.905388
575,279,Buy,BNP.PA,2006-10-10T22:00:00Z,2006-10-12T22:00:00Z,54.283085,54.659607,105.049638
576,189,Sell,GLE.PA,2006-10-10T22:00:00Z,2006-10-12T22:00:00Z,78.081779,79.949707,-353.038392
577,291,Buy,BNP.PA,2006-11-01T23:00:00Z,2006-11-02T23:00:00Z,52.651455,52.714211,18.261996
578,189,Sell,GLE.PA,2006-11-01T23:00:00Z,2006-11-02T23:00:00Z,77.298187,77.117462,34.157025
579,283,Sell,BNP.PA,2006-11-12T23:00:00Z,2006-11-14T23:00:00Z,54.534103,54.094814,124.318787
580,183,Buy,GLE.PA,2006-11-12T23:00:00Z,2006-11-14T23:00:00Z,79.467552,79.045418,-77.250522
581,288,Buy,BNP.PA,2006-11-15T23:00:00Z,2006-11-19T23:00:00Z,53.027985,52.776962,-72.294624
582,187,Sell,GLE.PA,2006-11-15T23:00:00Z,2006-11-19T23:00:00Z,78.503242,78.081779,78.813581
583,303,Buy,BNP.PA,2006-11-26T23:00:00Z,2006-11-27T23:00:00Z,50.768803,50.957069,57.044598
584,192,Sell,GLE.PA,2006-11-26T23:00:00Z,2006-11-27T23:00:00Z,75.913078,75.913078,-0.000000
585,306,Buy,BNP.PA,2006-11-30T23:00:00Z,2006-12-03T23:00:00Z,50.141254,50.517784,115.218180
586,193,Sell,GLE.PA,2006-11-30T23:00:00Z,2006-12-03T23:00:00Z,75.550964,75.852379,-58.173095
587,303,Sell,BNP.PA,2006-12-04T23:00:00Z,2006-12-07T23:00:00Z,51.082573,50.643295,133.101234
588,190,Buy,GLE.PA,2006-12-04T23:00:00Z,2006-12-07T23:00:00Z,75.973099,74.708023,-240.364440
589,298,Buy,BNP.PA,2006-12-18T23:00:00Z,2006-12-26T23:00:00Z,51.459110,51.710133,74.804854
590,189,Sell,GLE.PA,2006-12-18T23:00:00Z,2006-12-26T23:00:00Z,77.057449,78.297775,-234.421614
591,288,Sell,BNP.PA,2007-01-02T23:00:00Z,2007-01-03T23:00:00Z,53.655533,53.530033,36.144000
592,181,Buy,GLE.PA,2007-01-02T23:00:00Z,2007-01-03T23:00:00Z,79.814774,79.814774,0.000000
593,292,Buy,BNP.PA,2007-01-16T23:00:00Z,2007-01-18T23:00:00Z,52.651455,53.027985,109.946760
594,183,Sell,GLE.PA,2007-01-16T23:00:00Z,2007-01-18T23:00:00Z,79.511787,80.422119,-166.590756
595,294,Buy,BNP.PA,2007-01-21T23:00:00Z,2007-01-22T23:00:00Z,52.212177,52.400436,55.348146
596,183,Sell,GLE.PA,2007-01-21T23:00:00Z,2007-01-22T23:00:00Z,79.996841,80.178909,-33.318444
597,294,Buy,BNP.PA,2007-01-25T23:00:00Z,2007-01-28T23:00:00Z,52.149422,52.839722,202.948200
598,181,Sell,GLE.PA,2007-01-25T23:00:00Z,2007-01-28T23:00:00Z,80.664658,81.636124,-175.835346
599,288,Sell,BNP.PA,2007-01-29T23:00:00Z,2007-01-31T23:00:00Z,53.718292,54.094814,-108.438336
600,176,Buy,GLE.PA,2007-01-29T23:00:00Z,2007-01-31T23:00:00Z,82.242783,83.396332,203.024624
601,281,Sell,BNP.PA,2007-02-06T23:00:00Z,2007-02-07T23:00:00Z,55.036140,54.596855,123.439085
602,171,Buy,GLE.PA,2007-02-06T23:00:00Z,2007-02-07T23:00:00Z,84.610336,84.124603,-83.060343
603,279,Buy,BNP.PA,2007-02-08T23:00:00Z,2007-02-12T23:00:00Z,54.785133,54.345837,-122.563584
604,171,Sell,GLE.PA,2007-02-08T23:00:00Z,2007-02-12T23:00:00Z,85.338615,84.731270,103.855995
605,285,Sell,BNP.PA,2007-02-13T23:00:00Z,2007-02-14T23:00:00Z,54.596855,52.525948,590.208495
606,173,Buy,GLE.PA,2007-02-13T23:00:00Z,2007-02-14T23:00:00Z,83.335190,81.939125,-241.519245
607,297,Buy,BNP.PA,2007-02-20T23:00:00Z,2007-02-21T23:00:00Z,51.584618,51.270840,-93.192066
608,179,Sell,GLE.PA,2007-02-20T23:00:00Z,2007-02-21T23:00:00Z,81.636124,80.889526,133.641042
609,301,Sell,BNP.PA,2007-02-22T23:00:00Z,2007-02-26T23:00:00Z,51.647377,50.455036,358.894641
610,180,Buy,GLE.PA,2007-02-22T23:00:00Z,2007-02-26T23:00:00Z,80.118439,78.236649,-338.722200
611,313,Buy,BNP.PA,2007-03-19T23:00:00Z,2007-03-21T23:00:00Z,49.199936,50.204010,314.275162
612,190,Sell,GLE.PA,2007-03-19T23:00:00Z,2007-03-21T23:00:00Z,76.616371,78.583107,-373.679840
613,307,Buy,BNP.PA,2007-03-22T23:00:00Z,2007-03-26T22:00:00Z,49.890232,49.137180,-231.186964
614,185,Sell,GLE.PA,2007-03-22T23:00:00Z,2007-03-26T22:00:00Z,79.104858,78.085129,188.649865
615,315,Buy,BNP.PA,2007-03-28T22:00:00Z,2007-03-29T22:00:00Z,48.886158,49.074413,59.300325
616,186,Sell,GLE.PA,2007-03-28T22:00:00Z,2007-03-29T22:00:00Z,78.382706,78.521965,-25.902174
617,316,Sell,BNP.PA,2007-04-01T22:00:00Z,2007-04-02T22:00:00Z,48.948910,49.513702,-178.474272
618,186,Buy,GLE.PA,2007-04-01T22:00:00Z,2007-04-02T22:00:00Z,77.842606,78.892220,195.228204
619,304,Buy,BNP.PA,2007-04-09T22:00:00Z,2007-04-12T22:00:00Z,50.580540,50.831554,76.308256
620,180,Sell,GLE.PA,2007-04-09T22:00:00Z,2007-04-12T22:00:00Z,81.016571,81.903122,-159.579180
621,290,Buy,BNP.PA,2007-04-17T22:00:00Z,2007-04-22T22:00:00Z,52.463184,53.655533,345.781210
622,169,Sell,GLE.PA,2007-04-17T22:00:00Z,2007-04-22T22:00:00Z,87.098824,91.863159,-805.172615
623,283,Buy,BNP.PA,2007-04-26T22:00:00Z,2007-05-01T22:00:00Z,53.592781,54.220337,177.598348
624,156,Sell,GLE.PA,2007-04-26T22:00:00Z,2007-05-01T22:00:00Z,94.321060,94.194023,19.817772
625,278,Sell,BNP.PA,2007-05-08T22:00:00Z,2007-05-10T22:00:00Z,57.232571,58.864208,-453.595086
626,151,Buy,GLE.PA,2007-05-08T22:00:00Z,2007-05-10T22:00:00Z,92.822411,94.503143,253.790532
627,258,Buy,BNP.PA,2007-05-20T22:00:00Z,2007-05-22T22:00:00Z,58.738693,59.177979,113.335788
628,158,Sell,GLE.PA,2007-05-20T22:00:00Z,2007-05-22T22:00:00Z,93.246063,93.246063,-0.000000
629,274,Buy,BNP.PA,2007-06-06T22:00:00Z,2007-06-07T22:00:00Z,55.738911,57.215218,404.508118
630,166,Sell,GLE.PA,2007-06-06T22:00:00Z,2007-06-07T22:00:00Z,88.075348,88.548820,-78.596352
631,268,Sell,BNP.PA,2007-06-11T22:00:00Z,2007-06-12T22:00:00Z,57.805733,58.002579,-52.754728
632,164,Buy,GLE.PA,2007-06-11T22:00:00Z,2007-06-12T22:00:00Z,88.119164,89.104256,161.555088
633,262,Buy,BNP.PA,2007-06-21T22:00:00Z,2007-06-24T22:00:00Z,58.133808,58.265038,34.382260
634,164,Sell,GLE.PA,2007-06-21T22:00:00Z,2007-06-24T22:00:00Z,89.432869,88.826538,99.438284
635,267,Sell,BNP.PA,2007-06-28T22:00:00Z,2007-07-01T22:00:00Z,58.002579,57.346439,175.189380
636,167,Buy,GLE.PA,2007-06-28T22:00:00Z,2007-07-01T22:00:00Z,86.831619,86.181473,-108.574382
637,266,Sell,BNP.PA,2007-07-02T22:00:00Z,2007-07-03T22:00:00Z,58.068195,57.871353,52.359972
638,168,Buy,GLE.PA,2007-07-02T22:00:00Z,2007-07-03T22:00:00Z,86.300896,86.881783,97.589016
639,264,Buy,BNP.PA,2007-07-05T22:00:00Z,2007-07-08T22:00:00Z,57.936966,57.805733,-34.645512
640,167,Sell,GLE.PA,2007-07-05T22:00:00Z,2007-07-08T22:00:00Z,87.627327,87.077530,91.816099
641,264,Buy,BNP.PA,2007-07-16T22:00:00Z,2007-07-18T22:00:00Z,57.805733,56.952770,-225.182232
642,166,Sell,GLE.PA,2007-07-16T22:00:00Z,2007-07-18T22:00:00Z,88.258369,87.582794,112.145450
643,277,Buy,BNP.PA,2007-07-19T22:00:00Z,2007-07-22T22:00:00Z,55.246792,55.771706,145.401178
644,171,Sell,GLE.PA,2007-07-19T22:00:00Z,2007-07-22T22:00:00Z,85.575150,85.676193,-17.278353
645,286,Buy,BNP.PA,2007-07-24T22:00:00Z,2007-07-26T22:00:00Z,53.672070,52.294174,-394.078256
646,176,Sell,GLE.PA,2007-07-24T22:00:00Z,2007-07-26T22:00:00Z,82.885551,79.387520,615.653456
647,298,Sell,BNP.PA,2007-07-29T22:00:00Z,2007-08-01T22:00:00Z,52.031723,53.672070,-488.823406
648,185,Buy,GLE.PA,2007-07-29T22:00:00Z,2007-08-01T22:00:00Z,77.986206,82.007858,744.005620
649,277,Sell,BNP.PA,2007-08-07T22:00:00Z,2007-08-15T22:00:00Z,56.099777,49.013493,1962.900668
650,170,Buy,GLE.PA,2007-08-07T22:00:00Z,2007-08-15T22:00:00Z,84.792145,71.899643,-2191.725340
651,303,Buy,BNP.PA,2007-09-02T22:00:00Z,2007-09-06T22:00:00Z,50.785069,47.963669,-854.884200
652,193,Sell,GLE.PA,2007-09-02T22:00:00Z,2007-09-06T22:00:00Z,75.410370,71.912354,675.117088
653,321,Sell,BNP.PA,2007-09-13T22:00:00Z,2007-09-16T22:00:00Z,48.357349,47.241924,358.051425
654,201,Buy,GLE.PA,2007-09-13T22:00:00Z,2007-09-16T22:00:00Z,71.660072,70.005600,-332.548872
655,319,Sell,BNP.PA,2007-09-17T22:00:00Z,2007-09-18T22:00:00Z,48.685429,51.178749,-795.369080
656,201,Buy,GLE.PA,2007-09-17T22:00:00Z,2007-09-18T22:00:00Z,71.660072,76.590530,991.022058
657,304,Buy,BNP.PA,2007-09-19T22:00:00Z,2007-09-20T22:00:00Z,50.588219,50.588219,0.000000
658,191,Sell,GLE.PA,2007-09-19T22:00:00Z,2007-09-20T22:00:00Z,76.281708,76.136131,27.805207
659,311,Buy,BNP.PA,2007-09-23T22:00:00Z,2007-09-24T22:00:00Z,49.407169,48.751030,-204.059229
660,194,Sell,GLE.PA,2007-09-23T22:00:00Z,2007-09-24T22:00:00Z,75.107208,73.838036,246.219368
661,316,Buy,BNP.PA,2007-09-25T22:00:00Z,2007-09-26T22:00:00Z,48.751030,50.063313,414.681428
662,195,Sell,GLE.PA,2007-09-25T22:00:00Z,2007-09-26T22:00:00Z,74.494530,75.864761,-267.195045
663,311,Sell,BNP.PA,2007-09-27T22:00:00Z,2007-10-01T22:00:00Z,50.325768,52.425407,-652.987729
664,192,Buy,GLE.PA,2007-09-27T22:00:00Z,2007-10-01T22:00:00Z,74.298782,78.339539,775.825344
665,317,Sell,BNP.PA,2007-10-21T22:00:00Z,2007-10-24T22:00:00Z,48.882259,48.422966,145.595881
666,201,Buy,GLE.PA,2007-10-21T22:00:00Z,2007-10-24T22:00:00Z,71.880554,70.965416,-183.942738
667,320,Sell,BNP.PA,2007-10-25T22:00:00Z,2007-10-28T23:00:00Z,48.488579,48.685429,-62.992000
668,205,Buy,GLE.PA,2007-10-25T22:00:00Z,2007-10-28T23:00:00Z,70.460213,71.312378,174.693825
669,320,Buy,BNP.PA,2007-10-31T23:00:00Z,2007-11-01T23:00:00Z,47.898060,46.913860,-314.944000
670,205,Sell,GLE.PA,2007-10-31T23:00:00Z,2007-11-01T23:00:00Z,71.161156,68.597710,525.506430
671,336,Sell,BNP.PA,2007-11-06T23:00:00Z,2007-11-13T23:00:00Z,46.388943,47.701214,-440.923056
672,216,Buy,GLE.PA,2007-11-06T23:00:00Z,2007-11-13T23:00:00Z,66.381584,66.356354,-5.449680
673,349,Sell,BNP.PA,2007-11-20T23:00:00Z,2007-11-25T23:00:00Z,45.076664,46.257713,-412.186101
674,238,Buy,GLE.PA,2007-11-20T23:00:00Z,2007-11-25T23:00:00Z,59.745934,60.604603,204.363222
675,310,Buy,BNP.PA,2007-12-02T23:00:00Z,2007-12-03T23:00:00Z,49.407169,48.554195,-264.421940
676,221,Sell,GLE.PA,2007-12-02T23:00:00Z,2007-12-03T23:00:00Z,65.996445,63.799339,485.560426
677,313,Sell,BNP.PA,2007-12-04T23:00:00Z,2007-12-05T23:00:00Z,49.669632,50.457001,-246.446497
678,222,Buy,GLE.PA,2007-12-04T23:00:00Z,2007-12-05T23:00:00Z,64.683243,66.362633,372.824580
679,305,Sell,BNP.PA,2007-12-11T23:00:00Z,2007-12-12T23:00:00Z,50.916290,49.013493,580.353085
680,216,Buy,GLE.PA,2007-12-11T23:00:00Z,2007-12-12T23:00:00Z,66.747772,64.335983,-520.946424
681,318,Sell,BNP.PA,2007-12-13T23:00:00Z,2007-12-17T23:00:00Z,48.947876,48.094898,271.247004
682,227,Buy,GLE.PA,2007-12-13T23:00:00Z,2007-12-17T23:00:00Z,63.559418,62.903175,-148.967161
683,330,Sell,BNP.PA,2008-01-07T23:00:00Z,2008-01-08T23:00:00Z,47.123814,46.730129,129.916050
684,238,Buy,GLE.PA,2008-01-07T23:00:00Z,2008-01-08T23:00:00Z,60.446938,60.288315,-37.752274
685,332,Buy,BNP.PA,2008-01-09T23:00:00Z,2008-01-10T23:00:00Z,46.579220,47.688091,368.145172
686,240,Sell,GLE.PA,2008-01-09T23:00:00Z,2008-01-10T23:00:00Z,60.453331,61.633846,-283.323600
687,321,Sell,BNP.PA,2008-01-13T23:00:00Z,2008-01-20T23:00:00Z,48.370476,41.146400,2318.928396
688,232,Buy,GLE.PA,2008-01-13T23:00:00Z,2008-01-20T23:00:00Z,62.262180,49.835079,-2883.087432
689,367,Sell,BNP.PA,2008-01-23T23:00:00Z,2008-01-28T23:00:00Z,44.564873,44.354912,77.055687
690,282,Buy,GLE.PA,2008-01-23T23:00:00Z,2008-01-28T23:00:00Z,48.115093,49.790680,472.515534
691,344,Buy,BNP.PA,2008-01-29T23:00:00Z,2008-02-03T23:00:00Z,43.849693,42.780182,-367.911784
692,286,Sell,GLE.PA,2008-01-29T23:00:00Z,2008-02-03T23:00:00Z,51.916862,53.065617,-328.543930
