date,pl,funds
2000-08-16T22:00:00Z,39630.955337,54630.955337
2000-08-17T22:00:00Z,39630.955337,54630.955337
2000-08-20T22:00:00Z,39630.955337,54630.955337
2000-08-21T22:00:00Z,39630.955337,54630.955337
2000-08-22T22:00:00Z,39630.955337,54630.955337
2000-08-23T22:00:00Z,39804.986297,47307.060959500006
2000-08-24T22:00:00Z,39797.386297000005,54797.386297000005
2000-08-27T22:00:00Z,39797.386297000005,54797.386297000005
2000-08-28T22:00:00Z,39549.662540000005,47056.87158200001
2000-08-29T22:00:00Z,39162.736381,46669.945423000005
2000-08-30T22:00:00Z,39214.135979000006,46721.34502100001
2000-08-31T22:00:00Z,38750.08422800001,46257.29327000001
2000-09-03T22:00:00Z,38933.98463500001,46441.19367700001
2000-09-04T22:00:00Z,39050.212025,46557.421067
2000-09-05T22:00:00Z,39042.50202500001,54042.50202500001
2000-09-06T22:00:00Z,39042.50202500001,54042.50202500001
2000-09-07T22:00:00Z,39042.50202500001,54042.50202500001
2000-09-10T22:00:00Z,39042.50202500001,54042.50202500001
2000-09-11T22:00:00Z,39042.50202500001,54042.50202500001
2000-09-12T22:00:00Z,39042.50202500001,54042.50202500001
2000-09-13T22:00:00Z,39042.50202500001,54042.50202500001
2000-09-14T22:00:00Z,38791.00452700001,46291.87261625001
2000-09-17T22:00:00Z,39139.700308000014,46640.56839725001
2000-09-18T22:00:00Z,39131.920308000015,54131.920308000015
2000-09-19T22:00:00Z,39062.77446100001,46574.83316350001
2000-09-20T22:00:00Z,39075.83230100001,46587.89100350001
2000-09-21T22:00:00Z,39093.61430700001,46605.67300950001
2000-09-24T22:00:00Z,38844.92645100001,46356.985153500005
2000-09-25T22:00:00Z,38963.30853900001,46475.36724150001
2000-09-26T22:00:00Z,38955.40353900001,53955.40353900001
2000-09-27T22:00:00Z,39136.83252700001,46639.419517750015
2000-09-28T22:00:00Z,39128.717527000015,54128.717527000015
2000-10-01T22:00:00Z,39128.717527000015,54128.717527000015
2000-10-02T22:00:00Z,39128.717527000015,54128.717527000015
2000-10-03T22:00:00Z,39463.61612800001,46966.81386650001
2000-10-04T22:00:00Z,39455.551128000014,54455.551128000014
2000-10-05T22:00:00Z,39367.24080800002,46873.03151625002
2000-10-08T22:00:00Z,39574.813405000015,47080.60411325002
2000-10-09T22:00:00Z,39566.70840500001,54566.70840500001
2000-10-10T22:00:00Z,39558.68463300001,47065.50756900001
2000-10-11T22:00:00Z,39981.42876100001,47488.25169700001
2000-10-12T22:00:00Z,39973.10876100002,54973.10876100002
2000-10-15T22:00:00Z,40491.88337900001,47997.139947500014
2000-10-16T22:00:00Z,40483.12337900002,55483.12337900002
2000-10-17T22:00:00Z,40483.12337900002,55483.12337900002
2000-10-18T22:00:00Z,40483.12337900002,55483.12337900002
2000-10-19T22:00:00Z,40483.12337900002,55483.12337900002
2000-10-22T22:00:00Z,40483.12337900002,55483.12337900002
2000-10-23T22:00:00Z,40483.12337900002,55483.12337900002
2000-10-24T22:00:00Z,40483.12337900002,55483.12337900002
2000-10-25T22:00:00Z,40431.06500300002,47934.14272575002
2000-10-26T22:00:00Z,40101.58431700002,47604.66203975002
2000-10-29T23:00:00Z,40214.55396500002,47717.63168775002
2000-10-30T23:00:00Z,40313.46524500002,47816.54296775002
2000-10-31T23:00:00Z,40305.255245000015,55305.255245000015
2000-11-01T23:00:00Z,40305.255245000015,55305.255245000015
2000-11-02T23:00:00Z,40565.709212000016,48074.34516475002
2000-11-05T23:00:00Z,40557.81921200002,55557.81921200002
2000-11-06T23:00:00Z,40557.81921200002,55557.81921200002
2000-11-07T23:00:00Z,40898.64838200002,48405.12705925002
2000-11-08T23:00:00Z,40890.72338200002,55890.72338200002
2000-11-09T23:00:00Z,41133.993775000024,48636.94773475002
2000-11-12T23:00:00Z,41073.832967000024,48576.78692675002
2000-11-13T23:00:00Z,41578.86345500002,49081.81741475002
2000-11-14T23:00:00Z,41570.81845500002,56570.81845500002
2000-11-15T23:00:00Z,41570.81845500002,56570.81845500002
2000-11-16T23:00:00Z,41579.49320900002,49088.50276550002
2000-11-19T23:00:00Z,42024.69535500002,49533.70491150002
2000-11-20T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-21T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-22T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-23T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-26T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-27T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-28T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-29T23:00:00Z,42016.53535500002,57016.53535500002
2000-11-30T23:00:00Z,42016.53535500002,57016.53535500002
2000-12-03T23:00:00Z,42016.53535500002,57016.53535500002
2000-12-04T23:00:00Z,42016.53535500002,57016.53535500002
2000-12-05T23:00:00Z,42016.53535500002,57016.53535500002
2000-12-06T23:00:00Z,42413.419751000016,49916.868503250014
2000-12-07T23:00:00Z,42405.07975100002,57405.07975100002
2000-12-10T23:00:00Z,42487.060823000014,49996.74676400001
2000-12-11T23:00:00Z,42808.26644300002,50317.95238400002
2000-12-12T23:00:00Z,42800.00644300002,57800.00644300002
2000-12-13T23:00:00Z,42783.08332800002,50287.92762175002
2000-12-14T23:00:00Z,42522.472153000024,50027.316446750025
2000-12-17T23:00:00Z,42953.338088000026,50458.182381750026
2000-12-18T23:00:00Z,42945.23808800002,57945.23808800002
2000-12-19T23:00:00Z,43374.11890400002,50882.57519425002
2000-12-20T23:00:00Z,43365.883904000024,58365.883904000024
2000-12-21T23:00:00Z,43365.883904000024,58365.883904000024
2000-12-26T23:00:00Z,43365.883904000024,58365.883904000024
2000-12-27T23:00:00Z,43365.883904000024,58365.883904000024
2000-12-28T23:00:00Z,43365.883904000024,58365.883904000024
2001-01-01T23:00:00Z,43365.883904000024,58365.883904000024
2001-01-02T23:00:00Z,43365.883904000024,58365.883904000024
2001-01-03T23:00:00Z,43365.883904000024,58365.883904000024
2001-01-04T23:00:00Z,43540.04011900002,51043.67247025002
2001-01-07T23:00:00Z,43055.91915600002,50559.55150725002
2001-01-08T23:00:00Z,43307.72426200002,50811.35661325002
2001-01-09T23:00:00Z,43299.70426200002,58299.70426200002
2001-01-10T23:00:00Z,43237.64307200002,50747.13071400002
2001-01-11T23:00:00Z,43186.106032000025,50695.593674000025
2001-01-14T23:00:00Z,43104.90511800002,50614.39276000002
2001-01-15T23:00:00Z,42708.16673200003,50217.65437400003
2001-01-16T23:00:00Z,43286.66371200002,50796.15135400002
2001-01-17T23:00:00Z,43278.67371200002,58278.67371200002
2001-01-18T23:00:00Z,43278.67371200002,58278.67371200002
2001-01-21T23:00:00Z,43278.67371200002,58278.67371200002
2001-01-22T23:00:00Z,42858.795534000026,50364.810529000024
2001-01-24T23:00:00Z,43366.04855000002,50872.06354500002
2001-01-28T23:00:00Z,43358.20355000002,58358.20355000002
2001-01-29T23:00:00Z,43358.20355000002,58358.20355000002
2001-01-30T23:00:00Z,43358.20355000002,58358.20355000002
2001-01-31T23:00:00Z,43358.20355000002,58358.20355000002
2001-02-01T23:00:00Z,43358.20355000002,58358.20355000002
2001-02-04T23:00:00Z,43358.20355000002,58358.20355000002
2001-02-05T23:00:00Z,43496.07654700002,51008.53413350002
2001-02-06T23:00:00Z,43488.11654700001,58488.11654700001
2001-02-07T23:00:00Z,43488.11654700001,58488.11654700001
2001-02-08T23:00:00Z,43488.11654700001,58488.11654700001
2001-02-11T23:00:00Z,43488.11654700001,58488.11654700001
2001-02-12T23:00:00Z,43351.45184700001,50861.596740750014
